calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
3 36.400000 189.042916 198.790164 7.878827 4.339517 0.769179 0.026956 7.368443 0.006398 0.001489 0.000000 0.000000 0.000000 0.000000 
1 36.600000 188.856473 206.292764 7.959237 4.056854 0.361213 0.015840 10.650744 0.005223 0.002551 7.504916 0.080410 0.000000 0.000000 
1 36.800000 187.910305 215.248822 8.012843 4.060129 -0.195361 -0.006842 13.885948 0.001589 0.003612 9.005899 0.053607 0.000000 0.000000 
1 37.000000 186.960516 221.177153 8.120056 4.490708 -1.005079 -0.027765 16.988017 -0.004113 0.004673 6.003933 0.107213 0.000000 0.000000 
1 37.200000 185.381803 226.969810 8.173663 5.287732 -1.871934 -0.054401 20.019675 -0.012930 0.005735 6.003933 0.053607 0.000000 0.000000 
1 37.400000 182.551573 235.519430 8.227270 7.045984 -2.557043 -0.102489 23.052043 -0.031764 0.006796 9.005899 0.053607 0.000000 0.000000 
1 37.600000 180.362065 241.109892 8.334483 9.041005 -3.367269 -0.138670 25.897810 -0.050624 0.007857 6.003933 0.107213 0.000000 0.000000 
2 37.600000 180.362065 241.109892 8.334483 9.041005 -3.367269 -0.138670 25.897810 -0.050624 0.007857 0.000000 0.000000 80.000000 -25.000000 
3 37.600000 179.895415 243.908431 8.329560 5.298244 -2.011424 -0.004819 14.353223 -0.008264 0.002323 0.000000 0.000000 0.000000 0.000000 
1 37.800000 177.146501 249.246097 8.383166 6.258802 -3.367848 -0.016861 16.904663 -0.015306 0.003385 6.003933 0.053607 0.000000 0.000000 
2 37.800000 177.146501 249.246097 8.383166 6.258802 -3.367848 -0.016861 16.904663 -0.015306 0.003385 0.000000 0.000000 80.000000 -30.000000 
3 37.800000 177.651811 247.994553 8.376040 5.140107 -1.999053 0.014217 11.084828 -0.008092 0.002028 0.000000 0.000000 0.000000 0.000000 
1 38.000000 173.909370 254.499773 8.456450 6.110574 -3.510118 0.001679 13.449769 -0.016716 0.003089 7.504916 0.080410 0.000000 0.000000 
1 38.200000 169.656502 260.683370 8.536860 7.521003 -4.964824 -0.016305 15.680294 -0.031344 0.004150 7.504916 0.080410 0.000000 0.000000 
1 38.400000 164.920688 266.505383 8.617269 9.410420 -6.255967 -0.038811 17.854909 -0.052876 0.005212 7.504916 0.080410 0.000000 0.000000 
2 38.400000 164.920688 266.505383 8.617269 9.410420 -6.255967 -0.038811 17.854909 -0.052876 0.005212 0.000000 0.000000 80.000000 -5.000000 
3 38.400000 164.043668 267.601800 8.623691 6.612308 -3.509991 -0.000520 10.969161 0.008741 0.002340 0.000000 0.000000 0.000000 0.000000 
1 38.600000 159.865371 271.913301 8.677298 8.445708 -5.160644 -0.010070 12.475568 -0.001561 0.003401 6.003933 0.053607 0.000000 0.000000 
2 38.600000 159.865371 271.913301 8.677298 8.445708 -5.160644 -0.010070 12.475568 -0.001561 0.003401 0.000000 0.000000 80.000000 -10.000000 
3 38.600000 160.591552 270.800322 8.680350 6.378916 -2.979902 0.008877 8.846303 0.015638 0.002186 0.000000 0.000000 0.000000 0.000000 
1 38.800000 155.071872 275.885289 8.760759 8.407682 -4.660247 -0.001233 10.001891 0.002718 0.003247 7.504916 0.080410 0.000000 0.000000 
2 38.800000 155.071872 275.885289 8.760759 8.407682 -4.660247 -0.001233 10.001891 0.002718 0.003247 0.000000 0.000000 80.000000 -15.000000 
3 38.800000 157.285113 273.523103 8.751060 6.478876 -2.813208 0.014201 7.459910 0.013453 0.002282 0.000000 0.000000 0.000000 0.000000 
1 39.000000 152.592996 277.268933 8.858273 8.780623 -4.398411 0.006848 8.340798 0.001893 0.003343 6.003933 0.107213 0.000000 0.000000 
1 39.200000 146.260484 281.296720 8.938683 11.375507 -5.747457 -0.004874 9.189276 -0.020291 0.004404 7.504916 0.080410 0.000000 0.000000 
1 39.400000 139.624910 284.802844 9.019092 14.252854 -6.770654 -0.017919 10.196920 -0.050663 0.005466 7.504916 0.080410 0.000000 0.000000 
1 39.600000 134.108304 287.172289 9.072699 17.282890 -7.578323 -0.029235 11.337349 -0.081466 0.006527 6.003933 0.053607 0.000000 0.000000 
1 39.800000 127.063756 289.760359 9.153109 20.515663 -7.968201 -0.042380 13.096105 -0.128655 0.007588 7.504916 0.080410 0.000000 0.000000 
2 39.800000 127.063756 289.760359 9.153109 20.515663 -7.968201 -0.042380 13.096105 -0.128655 0.007588 0.000000 0.000000 80.000000 -20.000000 
3 39.800000 126.993928 289.684749 9.157120 11.927940 -4.199206 -0.001057 7.420279 -0.007669 0.002577 0.000000 0.000000 0.000000 0.000000 
1 40.000000 119.756239 291.669597 9.237530 15.148789 -4.762881 -0.004657 7.788830 -0.026671 0.003638 7.504916 0.080410 0.000000 0.000000 
2 40.000000 119.756239 291.669597 9.237530 15.148789 -4.762881 -0.004657 7.788830 -0.026671 0.003638 0.000000 0.000000 80.000000 -25.000000 
3 40.000000 122.567727 290.688570 9.221741 10.196842 -2.694961 0.010878 5.875936 0.004722 0.002222 0.000000 0.000000 0.000000 0.000000 
1 40.200000 116.687122 291.899230 9.275348 13.433606 -3.241935 0.008892 5.971958 -0.008471 0.003283 6.003933 0.053607 0.000000 0.000000 
1 40.400000 109.265840 293.016520 9.355758 16.737651 -3.520386 0.007192 6.298675 -0.033053 0.004345 7.504916 0.080410 0.000000 0.000000 
1 40.600000 101.778793 293.534100 9.436168 20.066681 -3.542070 0.007564 7.039866 -0.065657 0.005406 7.504916 0.080410 0.000000 0.000000 
1 40.800000 94.274364 293.448624 9.516577 23.379879 -3.367748 0.011283 8.351101 -0.106057 0.006467 7.504916 0.080410 0.000000 0.000000 
1 41.000000 88.295712 292.898240 9.570184 26.662731 -3.083312 0.016909 9.909278 -0.144475 0.007528 6.003933 0.053607 0.000000 0.000000 
1 41.200000 80.869994 291.810822 9.650594 29.902166 -2.816023 0.029560 12.592396 -0.199541 0.008590 7.504916 0.080410 0.000000 0.000000 
2 41.200000 80.869994 291.810822 9.650594 29.902166 -2.816023 0.029560 12.592396 -0.199541 0.008590 0.000000 0.000000 80.000000 5.000000 
3 41.200000 79.185554 293.178571 9.608911 15.912316 -0.844587 -0.023377 6.396710 -0.007226 0.002615 0.000000 0.000000 0.000000 0.000000 
1 41.400000 71.807506 291.804467 9.689320 18.931309 0.113339 -0.018245 6.866158 -0.026170 0.003676 7.504916 0.080410 0.000000 0.000000 
2 41.400000 71.807506 291.804467 9.689320 18.931309 0.113339 -0.018245 6.866158 -0.026170 0.003676 0.000000 0.000000 80.000000 -5.000000 
3 41.400000 74.170249 291.724864 9.696121 12.236346 -0.139207 -0.021516 5.650078 0.014083 0.002324 0.000000 0.000000 0.000000 0.000000 
1 41.600000 66.939925 289.713352 9.776531 15.073717 1.082968 -0.015508 5.962066 -0.002288 0.003385 7.504916 0.080410 0.000000 0.000000 
2 41.600000 66.939925 289.713352 9.776531 15.073717 1.082968 -0.015508 5.962066 -0.002288 0.003385 0.000000 0.000000 80.000000 35.000000 
3 41.600000 65.047534 288.415420 9.798208 11.426191 0.240434 -0.046561 5.176380 0.016486 0.001982 0.000000 0.000000 0.000000 0.000000 
1 41.800000 58.059845 285.677545 9.878618 13.829726 1.876201 -0.040041 5.683858 0.003119 0.003043 7.504916 0.080410 0.000000 0.000000 
2 41.800000 58.059845 285.677545 9.878618 13.829726 1.876201 -0.040041 5.683858 0.003119 0.003043 0.000000 0.000000 80.000000 35.000000 
3 41.800000 57.831493 285.699731 9.872164 10.881041 0.770569 -0.054537 4.909948 0.015452 0.002093 0.000000 0.000000 0.000000 0.000000 
1 42.000000 52.418462 283.102367 9.925771 13.144347 2.472615 -0.048501 5.573011 0.004430 0.003154 6.003933 0.053607 0.000000 0.000000 
2 42.000000 52.418462 283.102367 9.925771 13.144347 2.472615 -0.048501 5.573011 0.004430 0.003154 0.000000 0.000000 80.000000 35.000000 
3 42.000000 53.383473 283.886548 9.909262 10.451888 1.226935 -0.058375 4.755114 0.014202 0.002267 0.000000 0.000000 0.000000 0.000000 
1 42.200000 46.742258 280.391118 9.989672 12.393850 3.101183 -0.049267 5.619921 -0.000167 0.003328 7.504916 0.080410 0.000000 0.000000 
1 42.400000 40.403267 276.373538 10.070082 14.141180 4.904960 -0.034245 6.945488 -0.020122 0.004389 7.504916 0.080410 0.000000 0.000000 
1 42.600000 34.407462 271.859772 10.150492 15.771211 6.526504 -0.012382 8.775681 -0.044764 0.005451 7.504916 0.080410 0.000000 0.000000 
1 42.800000 29.916365 267.875145 10.204098 17.448094 7.956248 0.010618 10.901377 -0.068045 0.006512 6.003933 0.053607 0.000000 0.000000 
1 43.000000 24.577432 262.600719 10.284508 19.197015 8.981701 0.047646 13.634757 -0.099941 0.007573 7.504916 0.080410 0.000000 0.000000 
1 43.200000 19.679409 256.914496 10.364918 21.210118 9.546968 0.093550 16.838578 -0.133456 0.008635 7.504916 0.080410 0.000000 0.000000 
2 43.200000 19.679409 256.914496 10.364918 21.210118 9.546968 0.093550 16.838578 -0.133456 0.008635 0.000000 0.000000 80.000000 -30.000000 
3 43.200000 19.498727 259.016400 10.295283 11.713745 5.018058 0.020570 9.111517 0.005380 0.002658 0.000000 0.000000 0.000000 0.000000 
1 43.400000 14.662256 253.277733 10.375693 13.187468 6.464201 0.036806 11.320095 -0.006208 0.003719 7.504916 0.080410 0.000000 0.000000 
2 43.400000 14.662256 253.277733 10.375693 13.187468 6.464201 0.036806 11.320095 -0.006208 0.003719 0.000000 0.000000 80.000000 -35.000000 
3 43.400000 17.097109 256.247189 10.344127 8.840150 3.741750 0.013997 8.172186 0.023798 0.002240 0.000000 0.000000 0.000000 0.000000 
2 43.400000 17.097109 256.247189 10.344127 8.840150 3.741750 0.013997 8.172186 0.023798 0.002240 0.000000 0.000000 80.000000 35.000000 
3 43.400000 17.168978 255.384201 10.359939 6.983969 2.219804 -0.019184 6.234934 0.007455 0.001476 0.000000 0.000000 0.000000 0.000000 
1 43.600000 13.604507 250.552870 10.413545 7.834418 3.824415 -0.011782 8.524246 0.002584 0.002537 6.003933 0.053607 0.000000 0.000000 
2 43.600000 13.604507 250.552870 10.413545 7.834418 3.824415 -0.011782 8.524246 0.002584 0.002537 0.000000 0.000000 80.000000 35.000000 
3 43.600000 13.783414 250.730080 10.417162 6.678545 2.582725 -0.032753 6.569338 -0.004564 0.001776 0.000000 0.000000 0.000000 0.000000 
1 43.800000 8.859932 243.189156 10.470768 7.111397 4.075656 -0.018913 9.139350 -0.012576 0.002837 9.005899 0.053607 0.000000 0.000000 
2 43.800000 8.859932 243.189156 10.470768 7.111397 4.075656 -0.018913 9.139350 -0.012576 0.002837 0.000000 0.000000 80.000000 35.000000 
3 43.800000 9.776149 245.073429 10.465742 6.138869 2.878422 -0.035684 7.000952 -0.014925 0.002044 0.000000 0.000000 0.000000 0.000000 
1 44.000000 5.983251 238.597497 10.546152 6.378016 4.151172 -0.021867 9.820030 -0.021589 0.003105 7.504916 0.080410 0.000000 0.000000 
1 44.200000 2.070682 230.485899 10.599759 6.723779 5.142117 0.003936 12.840837 -0.032371 0.004167 9.005899 0.053607 0.000000 0.000000 
2 44.200000 2.070682 230.485899 10.599759 6.723779 5.142117 0.003936 12.840837 -0.032371 0.004167 0.000000 0.000000 80.000000 -30.000000 
3 44.200000 1.934207 229.822080 10.616743 5.205138 3.150316 -0.006855 8.799984 0.006376 0.002131 0.000000 0.000000 0.000000 0.000000 
1 44.400000 -0.841371 222.849281 10.697153 5.504141 4.112729 0.008430 11.822724 0.001674 0.003192 7.504916 0.080410 0.000000 0.000000 
2 44.400000 -0.841371 222.849281 10.697153 5.504141 4.112729 0.008430 11.822724 0.001674 0.003192 0.000000 0.000000 80.000000 -30.000000 
3 44.400000 -0.290216 224.870502 10.663375 4.432114 2.607276 -0.002388 8.668927 0.019275 0.002049 0.000000 0.000000 0.000000 0.000000 
1 44.600000 -2.248234 219.194819 10.716982 4.724508 3.582933 0.009438 11.687361 0.015893 0.003110 6.003933 0.053607 0.000000 0.000000 
1 44.800000 -4.312107 211.979267 10.797392 5.160780 4.294570 0.032320 14.846367 0.011297 0.004171 7.504916 0.080410 0.000000 0.000000 
1 45.000000 -5.789735 204.621253 10.877801 5.920183 4.711211 0.063408 18.111936 0.007619 0.005232 7.504916 0.080410 0.000000 0.000000 
1 45.200000 -6.671569 197.168325 10.958211 7.170202 4.863811 0.102649 21.431631 0.006152 0.006294 7.504916 0.080410 0.000000 0.000000 
1 45.400000 -7.007979 188.168712 10.958211 9.532208 4.989828 0.159291 24.751760 0.004035 0.007355 9.005899 0.000000 0.000000 0.000000 
2 45.400000 -7.007979 188.168712 10.958211 9.532208 4.989828 0.159291 24.751760 0.004035 0.007355 0.000000 0.000000 80.000000 5.000000 
3 45.400000 -5.926825 189.036706 10.990456 4.956756 2.237838 0.016967 14.248724 -0.025248 0.002569 0.000000 0.000000 0.000000 0.000000 
1 45.600000 -5.972923 180.030925 11.044062 5.477721 1.867094 0.040079 17.547553 -0.024126 0.003631 9.005899 0.053607 0.000000 0.000000 
1 45.800000 -5.463665 169.536392 11.070866 6.734923 1.426419 0.078118 20.821054 -0.021257 0.004692 10.506882 0.026803 0.000000 0.000000 
1 46.000000 -4.560432 157.562545 11.070866 9.297211 1.043555 0.134299 24.095851 -0.017019 0.005753 12.007865 0.000000 0.000000 0.000000 
1 46.200000 -3.657199 145.588699 11.070866 13.357065 0.773659 0.203188 27.379169 -0.011823 0.006815 12.007865 -0.000000 0.000000 0.000000 
1 46.400000 -2.866871 135.111583 11.097669 18.383624 0.606505 0.274415 30.655292 -0.004525 0.007876 10.506882 0.026803 0.000000 0.000000 
2 46.400000 -2.866871 135.111583 11.097669 18.383624 0.606505 0.274415 30.655292 -0.004525 0.007876 0.000000 0.000000 80.000000 0.000000 
3 46.400000 -4.330281 134.898984 11.064935 7.234261 0.247322 0.024483 15.981944 -0.006263 0.002270 0.000000 0.000000 0.000000 0.000000 
1 46.600000 -3.602098 124.417365 11.038132 8.004485 0.061711 0.048316 19.298975 -0.005248 0.003332 10.506882 -0.026803 0.000000 0.000000 
1 46.800000 -3.091226 112.420372 11.038132 9.649345 -0.097610 0.088287 22.616658 -0.003545 0.004393 12.007865 0.000000 0.000000 0.000000 
1 47.000000 -2.580355 100.423380 11.038132 12.406016 -0.209586 0.140991 25.936358 -0.001301 0.005454 12.007865 -0.000000 0.000000 0.000000 
1 47.200000 -2.133342 89.926011 11.064935 15.976857 -0.309035 0.198161 29.249569 0.002671 0.006516 10.506882 0.026803 0.000000 0.000000 
1 47.400000 -1.405159 79.444393 11.038132 20.861200 -0.303316 0.266557 32.575434 0.005583 0.007577 10.506882 -0.026803 0.000000 0.000000 
2 47.400000 -1.405159 79.444393 11.038132 20.861200 -0.303316 0.266557 32.575434 0.005583 0.007577 0.000000 0.000000 80.000000 -5.000000 
3 47.400000 -0.535759 79.777267 11.056243 8.618918 -0.183554 0.013704 16.472783 0.000764 0.002351 0.000000 0.000000 0.000000 0.000000 
1 47.600000 0.192299 67.791494 11.056243 9.297434 -0.345329 0.041885 19.791106 0.002475 0.003412 12.007865 0.000000 0.000000 0.000000 
1 47.800000 0.920356 55.805720 11.056243 10.803940 -0.456809 0.082786 23.112485 0.004960 0.004474 12.007865 -0.000000 0.000000 0.000000 
1 48.000000 1.648413 43.819947 11.056243 13.443362 -0.499472 0.136407 26.438043 0.008217 0.005535 12.007865 0.000000 0.000000 0.000000 
1 48.200000 2.194456 34.830617 11.056243 16.355279 -0.525376 0.186163 29.764632 0.011239 0.006596 9.005899 0.000000 0.000000 0.000000 
1 48.400000 2.194456 34.830617 11.056243 16.367514 -0.726799 0.186163 33.080597 0.011239 0.007658 0.000000 0.000000 0.000000 0.000000 
1 48.600000 2.558484 28.837731 11.056243 18.886073 -0.776392 0.232054 36.405760 0.014027 0.008719 6.003933 0.000000 0.000000 0.000000 
2 48.600000 2.558484 28.837731 11.056243 18.886073 -0.776392 0.232054 36.405760 0.014027 0.008719 0.000000 0.000000 80.000000 -5.000000 
3 48.600000 1.995499 26.892750 11.040710 9.230604 -0.432872 -0.010148 17.420077 0.009016 0.002634 0.000000 0.000000 0.000000 0.000000 
1 48.800000 2.130948 23.893841 11.040710 9.200202 -0.556154 -0.002250 20.743992 0.009373 0.003695 3.001966 -0.000000 0.000000 0.000000 
2 48.800000 2.130948 23.893841 11.040710 9.200202 -0.556154 -0.002250 20.743992 0.009373 0.003695 0.000000 0.000000 80.000000 -5.000000 
3 48.800000 2.016403 24.369249 11.037479 7.946673 -0.393107 -0.042262 12.796663 0.007248 0.002411 0.000000 0.000000 0.000000 0.000000 
1 49.000000 2.142163 21.369918 11.037479 7.720690 -0.515080 -0.035030 16.120883 0.007551 0.003472 3.001966 0.000000 0.000000 0.000000 
2 49.000000 2.142163 21.369918 11.037479 7.720690 -0.515080 -0.035030 16.120883 0.007551 0.003472 0.000000 0.000000 80.000000 -5.000000 
3 49.000000 2.066706 22.596119 11.035575 7.262492 -0.389946 -0.055767 10.873932 0.006683 0.002526 0.000000 0.000000 0.000000 0.000000 
1 49.200000 2.186755 19.596554 11.035575 6.955984 -0.508674 -0.048191 14.198450 0.006986 0.003587 3.001966 0.000000 0.000000 0.000000 
2 49.200000 2.186755 19.596554 11.035575 6.955984 -0.508674 -0.048191 14.198450 0.006986 0.003587 0.000000 0.000000 80.000000 -5.000000 
3 49.200000 2.118514 21.248981 11.034088 6.740136 -0.397913 -0.062080 9.964655 0.006614 0.002680 0.000000 0.000000 0.000000 0.000000 
1 49.400000 2.234101 18.249241 11.034088 6.396739 -0.512374 -0.054041 13.289486 0.006923 0.003741 3.001966 -0.000000 0.000000 0.000000 
2 49.400000 2.234101 18.249241 11.034088 6.396739 -0.512374 -0.054041 13.289486 0.006923 0.003741 0.000000 0.000000 80.000000 -5.000000 
3 49.400000 2.164776 20.209050 11.032838 6.279246 -0.407232 -0.064374 9.508878 0.006754 0.002808 0.000000 0.000000 0.000000 0.000000 
1 49.600000 2.164776 20.209050 11.032838 6.283865 -0.531138 -0.064374 12.832459 0.006754 0.003870 0.000000 0.000000 0.000000 0.000000 
2 49.600000 2.164776 20.209050 11.032838 6.283865 -0.531138 -0.064374 12.832459 0.006754 0.003870 0.000000 0.000000 80.000000 -5.000000 
3 49.600000 2.120393 21.575659 11.032254 6.240631 -0.425652 -0.070677 9.272480 0.006682 0.002878 0.000000 0.000000 0.000000 0.000000 
1 49.800000 2.230481 18.575712 11.032254 5.846955 -0.534406 -0.062042 12.597711 0.006999 0.003940 3.001966 0.000000 0.000000 0.000000 
1 50.000000 2.340569 15.575765 11.032254 5.514638 -0.640908 -0.050224 15.923023 0.007433 0.005001 3.001966 -0.000000 0.000000 0.000000 
1 50.200000 2.340569 15.575765 11.032254 5.519114 -0.762877 -0.050224 19.246748 0.007433 0.006062 0.000000 0.000000 0.000000 0.000000 
1 50.400000 2.450657 12.575818 11.032254 5.276808 -0.866076 -0.032038 22.572182 0.008100 0.007123 3.001966 0.000000 0.000000 0.000000 
1 50.600000 2.450657 12.575818 11.032254 5.281284 -0.988046 -0.032038 25.895906 0.008100 0.008185 0.000000 0.000000 0.000000 0.000000 
1 50.800000 2.560745 9.575871 11.032254 5.167196 -1.086539 -0.007484 29.221513 0.009001 0.009246 3.001966 0.000000 0.000000 0.000000 
1 51.000000 2.560745 9.575871 11.032254 5.171672 -1.208509 -0.007484 32.545237 0.009001 0.010307 0.000000 0.000000 0.000000 0.000000 
1 51.200000 2.560745 9.575871 11.032254 5.176148 -1.330478 -0.007484 35.868961 0.009001 0.011369 0.000000 0.000000 0.000000 0.000000 
1 51.400000 2.670833 6.575923 11.032254 5.238034 -1.422515 0.026621 39.194805 0.010253 0.012430 3.001966 -0.000000 0.000000 0.000000 
1 51.600000 2.670833 6.575923 11.032254 5.242510 -1.544484 0.026621 42.518529 0.010253 0.013491 0.000000 0.000000 0.000000 0.000000 
1 51.800000 2.780921 3.575976 11.032254 5.528125 -1.628310 0.067094 45.844674 0.011738 0.014552 3.001966 0.000000 0.000000 0.000000 
1 52.000000 2.891009 0.576029 11.032254 6.066124 -1.702874 0.110750 49.171159 0.013340 0.015614 3.001966 0.000000 0.000000 0.000000 
